age,job,marital,education,default,housing,loan
31,management,married,university.degree,no,no,no
29,blue-collar,married,basic.6y,no,no,yes
42,technician,single,unknown,no,no,no
41,services,married,basic.9y,no,yes,yes
27,technician,single,professional.course,no,yes,no
35,admin.,single,high.school,no,yes,no
49,blue-collar,married,basic.4y,unknown,yes,no
45,blue-collar,married,basic.4y,no,unknown,unknown
50,technician,married,basic.6y,no,yes,no
49,blue-collar,married,basic.9y,no,yes,no
27,blue-collar,married,basic.9y,no,yes,no
58,retired,married,professional.course,unknown,unknown,unknown
39,services,married,high.school,no,no,no
41,technician,married,basic.9y,no,yes,no
45,services,married,high.school,unknown,yes,no
48,blue-collar,married,basic.4y,unknown,yes,no
46,admin.,divorced,high.school,unknown,yes,no
49,blue-collar,married,basic.4y,unknown,no,no
33,services,married,high.school,unknown,no,no
46,blue-collar,married,basic.4y,unknown,no,no
51,retired,married,basic.4y,unknown,yes,yes
43,admin.,married,high.school,no,yes,no
51,admin.,married,high.school,unknown,no,no
43,blue-collar,married,basic.9y,no,no,no
38,blue-collar,married,basic.6y,no,no,no
56,unemployed,married,basic.9y,unknown,no,yes
34,services,married,high.school,no,yes,yes
35,admin.,single,university.degree,no,yes,yes
45,admin.,married,basic.9y,unknown,yes,no
43,technician,married,basic.9y,unknown,no,yes
47,services,divorced,high.school,no,unknown,unknown
49,unknown,married,unknown,no,no,no
36,housemaid,married,high.school,no,no,no
35,services,married,high.school,no,yes,no
27,blue-collar,married,basic.9y,no,unknown,unknown
54,retired,married,high.school,unknown,no,no
31,admin.,married,high.school,unknown,yes,no
33,blue-collar,married,basic.4y,unknown,no,no
29,management,married,university.degree,no,no,no
40,blue-collar,married,basic.6y,unknown,yes,no
36,admin.,married,university.degree,no,no,no
51,entrepreneur,married,basic.9y,no,yes,no
39,technician,married,professional.course,no,no,no
36,management,married,university.degree,no,no,no
30,services,single,high.school,no,no,no
36,blue-collar,divorced,high.school,no,no,no
37,technician,married,professional.course,no,no,no
46,housemaid,married,basic.4y,no,no,no
44,blue-collar,married,unknown,no,no,yes
30,management,married,university.degree,no,no,no
30,admin.,single,high.school,no,no,no
33,technician,single,high.school,no,no,no
54,management,divorced,university.degree,no,yes,no
44,blue-collar,married,unknown,unknown,no,no
39,blue-collar,single,unknown,unknown,no,no
35,services,married,high.school,no,no,no
55,technician,married,professional.course,no,no,no
29,admin.,single,high.school,no,yes,no
55,services,married,high.school,no,no,no
36,technician,married,university.degree,no,no,no
39,blue-collar,married,basic.6y,no,yes,no
58,admin.,married,basic.6y,no,yes,no
37,admin.,single,high.school,no,no,no
28,blue-collar,single,basic.6y,unknown,yes,no
34,management,married,university.degree,no,yes,no
54,retired,divorced,basic.4y,no,yes,no
27,management,single,university.degree,no,yes,no
31,entrepreneur,single,basic.9y,no,no,no
48,blue-collar,married,basic.4y,no,no,no
46,housemaid,married,basic.4y,no,no,no
40,technician,single,high.school,no,no,no
47,services,married,high.school,unknown,no,yes
47,blue-collar,married,professional.course,unknown,yes,no
58,entrepreneur,married,university.degree,unknown,no,no
51,self-employed,married,professional.course,unknown,yes,yes
36,blue-collar,married,basic.9y,unknown,no,no
36,admin.,married,high.school,no,yes,no
36,blue-collar,single,university.degree,unknown,yes,no
46,blue-collar,married,basic.4y,unknown,yes,no
50,services,married,high.school,unknown,yes,no
47,management,divorced,university.degree,no,no,no
60,retired,married,high.school,unknown,yes,no
36,services,married,high.school,no,no,no
25,self-employed,single,university.degree,no,no,no
40,entrepreneur,married,university.degree,unknown,yes,no
36,technician,married,unknown,no,yes,no
37,services,married,high.school,unknown,yes,no
46,blue-collar,married,unknown,unknown,yes,no
49,services,married,high.school,no,no,yes
42,technician,married,professional.course,unknown,no,no
37,blue-collar,married,high.school,no,no,no
36,technician,married,university.degree,no,yes,yes
57,blue-collar,married,basic.4y,no,yes,yes
39,services,married,basic.9y,no,yes,no
28,admin.,married,high.school,no,no,no
47,blue-collar,married,basic.4y,no,yes,no
42,blue-collar,married,basic.9y,unknown,yes,no
34,entrepreneur,married,professional.course,no,no,no
51,blue-collar,married,professional.course,no,no,yes
30,services,single,unknown,no,yes,no
33,admin.,single,university.degree,no,yes,no
58,blue-collar,married,basic.4y,no,yes,no
36,technician,married,basic.9y,unknown,no,no
39,blue-collar,divorced,basic.9y,unknown,no,no
31,services,single,high.school,no,no,no
45,services,single,professional.course,unknown,unknown,unknown
34,blue-collar,single,basic.4y,no,yes,yes
33,services,divorced,high.school,no,no,no
35,blue-collar,married,basic.6y,unknown,yes,no
39,technician,married,professional.course,no,no,no
42,technician,single,high.school,unknown,no,no
37,admin.,married,high.school,no,no,no
42,blue-collar,single,basic.9y,no,unknown,unknown
48,technician,single,unknown,no,unknown,unknown
29,admin.,married,high.school,no,no,no
59,retired,married,basic.9y,no,yes,no
32,blue-collar,single,basic.9y,no,no,no
31,services,married,basic.9y,no,no,no
52,management,married,basic.4y,unknown,yes,no
46,blue-collar,married,unknown,no,no,no
25,blue-collar,married,basic.9y,no,no,no
36,entrepreneur,married,basic.6y,no,yes,no
23,blue-collar,married,professional.course,no,yes,no
42,admin.,single,university.degree,no,yes,no
43,admin.,married,high.school,no,no,no
29,services,single,high.school,no,no,yes
45,admin.,married,high.school,no,yes,no
45,entrepreneur,married,university.degree,no,yes,no
27,technician,single,high.school,unknown,no,yes
35,admin.,married,high.school,no,yes,no
35,technician,married,professional.course,no,no,no
39,blue-collar,divorced,high.school,no,yes,yes
29,technician,married,professional.course,no,no,no
46,blue-collar,divorced,basic.4y,unknown,no,no
39,admin.,married,university.degree,no,no,no
34,blue-collar,married,basic.6y,no,no,no
44,entrepreneur,divorced,university.degree,no,yes,no
35,blue-collar,married,unknown,no,no,no
33,technician,single,professional.course,no,yes,yes
41,blue-collar,single,basic.9y,unknown,no,no
37,technician,married,university.degree,no,no,no
40,admin.,single,university.degree,unknown,yes,no
42,blue-collar,divorced,basic.9y,no,yes,no
55,blue-collar,married,basic.9y,no,yes,no
46,management,married,basic.6y,unknown,no,no
37,management,married,university.degree,no,yes,no
39,technician,married,professional.course,no,no,no
40,blue-collar,married,high.school,no,no,no
52,technician,married,high.school,no,yes,yes
43,management,married,university.degree,no,unknown,unknown
51,blue-collar,married,basic.4y,no,yes,no
45,management,divorced,basic.9y,unknown,no,no
40,management,divorced,university.degree,unknown,no,no
28,student,single,high.school,unknown,yes,no
33,admin.,single,high.school,no,unknown,unknown
47,self-employed,married,unknown,unknown,no,no
54,management,divorced,university.degree,no,yes,no
46,unknown,married,university.degree,no,no,no
36,admin.,married,high.school,no,no,no
46,unemployed,married,professional.course,unknown,yes,no
45,blue-collar,divorced,basic.9y,no,yes,no
46,management,married,university.degree,no,no,yes
30,services,married,unknown,no,no,no
55,management,married,unknown,no,yes,yes
45,admin.,married,basic.9y,unknown,yes,yes
45,admin.,married,high.school,no,yes,no
51,admin.,married,basic.4y,unknown,yes,no
31,admin.,single,university.degree,no,no,no
33,admin.,married,unknown,no,yes,no
45,services,divorced,high.school,unknown,yes,no
52,blue-collar,married,basic.4y,unknown,yes,yes
35,unemployed,married,university.degree,no,yes,no
50,admin.,married,high.school,unknown,yes,no
48,admin.,married,university.degree,no,yes,yes
41,management,married,unknown,unknown,yes,no
58,housemaid,married,university.degree,unknown,no,no
36,admin.,single,university.degree,unknown,no,no
44,blue-collar,single,basic.4y,no,no,no
38,blue-collar,single,university.degree,no,no,no
38,blue-collar,married,basic.6y,unknown,yes,no
53,blue-collar,married,basic.9y,no,no,no
37,blue-collar,married,basic.9y,no,yes,no
29,admin.,single,university.degree,no,no,no
35,services,married,high.school,no,no,no
59,entrepreneur,married,high.school,no,no,no
38,technician,married,basic.6y,unknown,yes,yes
34,technician,single,professional.course,no,no,no
28,blue-collar,married,basic.9y,no,yes,no
43,blue-collar,married,unknown,unknown,no,yes
45,blue-collar,divorced,basic.9y,no,yes,yes
31,blue-collar,single,basic.9y,no,no,no
34,blue-collar,married,basic.9y,no,no,no
50,management,divorced,high.school,unknown,no,no
38,technician,single,university.degree,no,no,no
39,technician,married,university.degree,unknown,no,no
41,technician,married,high.school,no,yes,no
29,blue-collar,married,basic.6y,no,no,yes
34,admin.,single,high.school,no,yes,yes
45,technician,married,professional.course,unknown,no,no
42,blue-collar,married,basic.4y,unknown,unknown,unknown
32,blue-collar,married,basic.9y,no,no,no
41,blue-collar,married,basic.4y,no,no,no
49,blue-collar,married,basic.4y,no,no,no
46,blue-collar,married,basic.4y,unknown,no,no
39,blue-collar,married,high.school,unknown,no,no
45,unknown,married,unknown,unknown,unknown,unknown
48,management,married,basic.4y,unknown,no,no
33,blue-collar,married,basic.9y,no,yes,yes
52,blue-collar,married,basic.6y,no,yes,no
44,blue-collar,married,basic.4y,unknown,no,yes
44,management,married,university.degree,no,no,no
33,unemployed,divorced,basic.9y,no,yes,no
57,blue-collar,divorced,professional.course,no,no,no
31,management,married,high.school,no,no,no
52,admin.,married,high.school,no,unknown,unknown
40,blue-collar,single,basic.9y,unknown,yes,no
37,admin.,married,university.degree,no,no,yes
39,blue-collar,married,basic.6y,no,no,no
34,self-employed,single,university.degree,no,yes,no
38,technician,single,professional.course,unknown,unknown,unknown
43,services,married,high.school,no,no,no
33,blue-collar,married,basic.9y,no,no,yes
51,services,married,high.school,no,yes,no
51,services,married,high.school,no,yes,no
50,housemaid,married,basic.9y,unknown,yes,yes
45,blue-collar,married,basic.9y,unknown,no,yes
27,admin.,single,high.school,no,yes,no
50,admin.,married,university.degree,no,yes,no
53,services,married,high.school,unknown,yes,no
42,management,married,university.degree,unknown,yes,no
41,admin.,married,high.school,no,yes,no
57,retired,married,university.degree,unknown,no,no
47,blue-collar,single,basic.9y,no,no,yes
29,housemaid,married,high.school,no,no,no
39,unemployed,single,university.degree,no,no,yes
33,services,single,basic.6y,unknown,yes,no
51,services,married,high.school,unknown,yes,no
37,blue-collar,married,basic.4y,unknown,yes,no
36,admin.,married,university.degree,unknown,yes,no
48,blue-collar,married,basic.4y,no,yes,no
44,technician,single,unknown,unknown,no,no
34,blue-collar,single,high.school,unknown,yes,yes
54,management,married,university.degree,unknown,no,no
40,housemaid,divorced,basic.6y,unknown,yes,no
52,management,married,professional.course,no,yes,no
33,unemployed,divorced,basic.9y,no,no,no
35,blue-collar,married,basic.9y,no,yes,no
43,unknown,married,high.school,unknown,no,no
38,services,married,high.school,no,no,no
55,admin.,married,high.school,no,no,yes
42,blue-collar,married,basic.4y,no,no,no
40,services,single,high.school,no,yes,no
49,admin.,divorced,basic.9y,no,yes,no
54,blue-collar,married,basic.9y,unknown,yes,no
49,blue-collar,married,basic.6y,unknown,yes,yes
37,services,married,high.school,no,yes,no
54,blue-collar,married,basic.9y,no,no,no
33,blue-collar,married,high.school,no,no,no
49,blue-collar,married,basic.9y,no,yes,no
36,blue-collar,married,basic.6y,unknown,no,no
48,entrepreneur,married,university.degree,no,yes,no
35,student,married,university.degree,no,yes,no
42,blue-collar,divorced,basic.6y,unknown,no,no
35,technician,divorced,professional.course,no,no,no
51,unemployed,married,professional.course,no,no,no
48,retired,married,basic.9y,no,no,no
50,admin.,divorced,basic.9y,no,yes,no
35,admin.,married,high.school,unknown,unknown,unknown
45,services,married,high.school,unknown,no,no
46,management,divorced,university.degree,no,unknown,unknown
29,services,married,high.school,unknown,unknown,unknown
39,management,married,university.degree,no,yes,no
34,entrepreneur,married,basic.4y,no,no,no
37,admin.,married,high.school,no,yes,no
26,services,single,high.school,no,no,no
52,blue-collar,married,basic.9y,no,no,no
42,admin.,married,basic.9y,no,yes,no
44,blue-collar,divorced,basic.4y,unknown,yes,no
55,blue-collar,married,basic.4y,unknown,yes,no
41,technician,married,basic.9y,no,no,no
53,services,married,high.school,no,no,no
39,admin.,married,basic.4y,no,yes,no
40,technician,married,professional.course,no,no,no
42,services,married,professional.course,no,yes,no
29,services,divorced,high.school,no,no,no
30,blue-collar,divorced,basic.9y,no,yes,no
41,housemaid,married,basic.6y,no,no,no
30,blue-collar,divorced,basic.9y,no,yes,no
52,blue-collar,married,basic.9y,no,yes,no
41,housemaid,married,basic.6y,no,no,no
34,technician,divorced,professional.course,no,no,no
40,admin.,single,high.school,no,no,no
34,blue-collar,married,basic.9y,no,no,no
42,blue-collar,married,basic.6y,no,yes,no
35,blue-collar,married,basic.9y,no,no,yes
28,entrepreneur,married,university.degree,no,no,no
29,services,divorced,high.school,no,no,no
50,housemaid,divorced,basic.4y,unknown,no,no
56,unemployed,divorced,high.school,no,yes,no
48,admin.,divorced,high.school,no,yes,no
29,admin.,single,university.degree,no,no,no
42,blue-collar,married,basic.6y,no,no,no
51,management,married,basic.4y,no,no,no
29,technician,single,professional.course,no,no,no
41,admin.,single,university.degree,no,yes,no
28,services,single,high.school,no,no,no
34,management,married,university.degree,no,yes,no
31,admin.,married,university.degree,no,no,no
47,blue-collar,married,basic.9y,no,yes,no
40,blue-collar,married,basic.4y,unknown,yes,no
31,blue-collar,married,basic.9y,no,no,no
39,unemployed,married,university.degree,no,no,no
52,blue-collar,married,basic.4y,unknown,yes,yes
50,technician,married,professional.course,unknown,yes,no
36,blue-collar,married,basic.6y,no,yes,no
56,blue-collar,married,basic.9y,unknown,no,no
35,unknown,married,basic.9y,no,no,no
29,admin.,single,university.degree,no,yes,no
29,blue-collar,married,professional.course,no,yes,yes
